Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kertu,6/9/2020 19:10,0:40:39,,The Vampire Diaries: Season 4: Graduation (Episode 23),,Apple iPhone 11 Pro,0:40:50,0:40:50,EE (Estonia)
Kertu,6/9/2020 18:43,0:25:11,,The Vampire Diaries: Season 4: The Walking Dead (Episode 22),,Apple iPhone 11 Pro,0:41:10,0:41:10,EE (Estonia)
Kertu,6/9/2020 14:08,0:17:28,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: The Walking Dead (Episode 22),,Apple iPhone 11 Pro,0:17:29,Not latest view,EE (Estonia)
Kertu,6/9/2020 13:54,0:13:47,,The Vampire Diaries: Season 4: She's Come Undone (Episode 21),,Apple iPhone 11 Pro,0:40:49,0:40:49,EE (Estonia)
Kertu,6/9/2020 12:22,0:19:44,,The Vampire Diaries: Season 4: She's Come Undone (Episode 21),,Safari MAC (Cadmium),0:27:02,Not latest view,EE (Estonia)
Kertu,6/9/2020 12:18,0:00:54,,The Vampire Diaries: Season 4: The Originals (Episode 20),,Safari MAC (Cadmium),0:00:54,0:00:54,EE (Estonia)
Kertu,6/8/2020 18:50,0:07:19,,The Vampire Diaries: Season 4: She's Come Undone (Episode 21),,Apple iPhone 11 Pro,0:07:20,Not latest view,EE (Estonia)
Kertu,6/8/2020 18:16,0:34:06,,The Vampire Diaries: Season 4: The Originals (Episode 20),,Apple iPhone 11 Pro,0:41:13,Not latest view,EE (Estonia)
Kertu,6/8/2020 14:13,0:04:38,,The Vampire Diaries: Season 4: The Originals (Episode 20),,Apple iPhone 11 Pro,0:07:47,Not latest view,EE (Estonia)
Kertu,6/8/2020 12:26,0:03:27,,The Vampire Diaries: Season 4: The Originals (Episode 20),,Safari MAC (Cadmium),0:03:27,Not latest view,EE (Estonia)
Kertu,6/8/2020 11:42,0:41:08,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: Pictures of You (Episode 19),,Safari MAC (Cadmium),0:41:08,0:41:08,EE (Estonia)
Kertu,6/8/2020 11:00,0:40:49,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: American Gothic (Episode 18),,Safari MAC (Cadmium),0:41:16,0:41:16,EE (Estonia)
Kertu,6/8/2020 10:52,0:08:07,,The Vampire Diaries: Season 4: Because the Night (Episode 17),,Safari MAC (Cadmium),0:39:43,0:39:43,EE (Estonia)
Kertu,6/8/2020 9:53,0:13:37,,The Vampire Diaries: Season 4: Because the Night (Episode 17),,Safari MAC (Cadmium),0:31:36,Not latest view,EE (Estonia)
Kertu,6/7/2020 8:44,0:15:59,,The Vampire Diaries: Season 4: Because the Night (Episode 17),,Apple iPhone 11 Pro,0:17:56,Not latest view,EE (Estonia)
Kertu,6/6/2020 16:10,0:01:56,,The Vampire Diaries: Season 4: Because the Night (Episode 17),,Apple iPhone 11 Pro,0:01:56,Not latest view,EE (Estonia)
Kertu,6/6/2020 15:57,0:12:41,,The Vampire Diaries: Season 4: Bring It On (Episode 16),,Apple iPhone 11 Pro,0:41:24,0:41:24,EE (Estonia)
Kertu,6/6/2020 5:33,0:00:43,,The Vampire Diaries: Season 4: Bring It On (Episode 16),,Apple iPhone 11 Pro,0:28:52,Not latest view,EE (Estonia)
Kertu,6/6/2020 4:47,0:07:43,,The Vampire Diaries: Season 4: Bring It On (Episode 16),,Apple iPhone 11 Pro,0:28:08,Not latest view,EE (Estonia)
Kertu,6/5/2020 8:53,0:12:05,,The Vampire Diaries: Season 4: Bring It On (Episode 16),,Apple iPhone 11 Pro,0:20:24,Not latest view,EE (Estonia)
Kertu,6/4/2020 15:14,1:10:09,,The First Purge,,Apple iPhone 11 Pro,1:37:24,1:37:24,EE (Estonia)
Kertu,6/4/2020 15:13,0:00:58,,Space Force: Season 1: LUNAR HABITAT (Episode 4),,Apple iPhone 11 Pro,0:15:08,0:15:08,EE (Estonia)
Kertu,6/3/2020 18:12,0:04:27,,Space Force: Season 1: LUNAR HABITAT (Episode 4),,Apple iPhone 11 Pro,0:14:10,Not latest view,EE (Estonia)
Kertu,6/3/2020 17:48,0:22:40,,Aloha,,Apple iPhone 11 Pro,0:41:06,0:41:06,EE (Estonia)
Kertu,6/3/2020 13:14,0:07:58,,The Vampire Diaries: Season 4: Bring It On (Episode 16),,Apple iPhone 11 Pro,0:08:28,Not latest view,EE (Estonia)
Kertu,6/3/2020 12:56,0:17:51,,The Vampire Diaries: Season 4: Stand By Me (Episode 15),,Apple iPhone 11 Pro,0:41:14,0:41:14,EE (Estonia)
Kertu,6/3/2020 11:49,0:07:57,,13TH,,Safari MAC (Cadmium),0:07:57,0:07:57,EE (Estonia)
Kertu,6/2/2020 17:30,0:13:36,,Aloha,,Apple iPhone 11 Pro,0:18:36,Not latest view,EE (Estonia)
Kertu,6/2/2020 17:25,0:00:04,,Portrait Product Preview: Ricos de Amor,,Apple iPhone 11 Pro,0:00:05,0:00:05,EE (Estonia)
Kertu,6/2/2020 17:10,0:09:56,,Grease 2,,Apple iPhone 11 Pro,0:14:46,0:14:46,EE (Estonia)
Kertu,6/2/2020 17:04,0:00:24,,The Originals: Season 1: Always and Forever (Episode 1),,Apple iPhone 11 Pro,0:00:24,Not latest view,EE (Estonia)
Kertu,6/2/2020 16:59,0:04:37,,Keeping Up with the Kardashians: Season 1: I'm Watching You (Episode 1),,Apple iPhone 11 Pro,0:04:37,0:04:37,EE (Estonia)
Kertu,6/2/2020 16:50,0:01:07,,The First Purge,,Apple iPhone 11 Pro,0:14:40,Not latest view,EE (Estonia)
Kertu,6/2/2020 12:46,0:04:52,,Space Force: Season 1: LUNAR HABITAT (Episode 4),,Apple iPhone 11 Pro,0:05:08,Not latest view,EE (Estonia)
Kertu,6/2/2020 12:21,0:24:10,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Apple iPhone 11 Pro,0:27:37,0:27:37,EE (Estonia)
Kertu,6/2/2020 6:00,0:02:53,,Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON (Episode 3),,Apple iPhone 11 Pro,0:03:08,Not latest view,EE (Estonia)
Kertu,6/2/2020 5:38,0:21:33,,Space Force: Season 1: SAVE EPSILON 6! (Episode 2),,Apple iPhone 11 Pro,0:29:23,0:29:23,EE (Estonia)
Kertu,6/2/2020 5:28,0:05:57,,The First Purge,,Apple iPhone 11 Pro,0:13:12,Not latest view,EE (Estonia)
Kertu,6/1/2020 13:43,0:05:38,,The First Purge,,Apple iPhone 11 Pro,0:07:15,Not latest view,EE (Estonia)
Kertu,6/1/2020 13:30,0:01:37,,The First Purge,,Apple iPhone 11 Pro,0:01:37,Not latest view,EE (Estonia)
Kertu,6/1/2020 13:28,0:01:09,,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Apple iPhone 11 Pro,0:09:32,0:09:32,EE (Estonia)
Kertu,6/1/2020 13:28,0:00:02,,The Blacklist: Season 4: Lipet's Seafood Company (No. 111) (Episode 9),,Apple iPhone 11 Pro,0:07:31,Not latest view,EE (Estonia)
Kertu,6/1/2020 13:26,0:01:05,,Space Force: Season 1: SAVE EPSILON 6! (Episode 2),,Apple iPhone 11 Pro,0:03:20,Not latest view,EE (Estonia)
Kertu,6/1/2020 10:20,0:02:01,Autoplayed: user action: None; ,Space Force: Season 1: SAVE EPSILON 6! (Episode 2),,Safari MAC (Cadmium),0:02:15,Not latest view,EE (Estonia)
Kertu,6/1/2020 9:04,0:35:04,,Space Force: Season 1: THE LAUNCH (Episode 1),,Safari MAC (Cadmium),0:34:19,0:34:19,EE (Estonia)
Kertu,5/31/2020 17:13,0:00:02,,Space Force: Season 1: THE LAUNCH (Episode 1),,Safari MAC (Cadmium),0:00:02,Not latest view,EE (Estonia)
Kertu,5/31/2020 17:06,0:06:27,,The Vampire Diaries: Season 4: Stand By Me (Episode 15),,Safari MAC (Cadmium),0:18:54,Not latest view,EE (Estonia)
Kertu,5/31/2020 15:20,0:00:10,Autoplayed: user action: Unspecified; ,Jeffrey Epstein: Filthy Rich: Limited Series: Follow the Money (Episode 2),,Safari MAC (Cadmium),0:00:14,0:00:14,EE (Estonia)
Kertu,5/31/2020 15:14,0:05:30,,Jeffrey Epstein: Filthy Rich: Limited Series: Hunting Grounds (Episode 1),,Safari MAC (Cadmium),0:54:23,0:54:23,EE (Estonia)
Kertu,5/31/2020 15:02,0:11:30,,Jeffrey Epstein: Filthy Rich: Limited Series: Hunting Grounds (Episode 1),,Apple iPhone 11 Pro,0:48:53,Not latest view,EE (Estonia)
Kertu,5/31/2020 9:56,0:37:22,,Jeffrey Epstein: Filthy Rich: Limited Series: Hunting Grounds (Episode 1),,Apple iPhone 11 Pro,0:37:22,Not latest view,EE (Estonia)
Kertu,5/31/2020 9:03,0:49:26,,"Pandemic: How to Prevent an Outbreak: Season 1: Seek, Don't Hide (Episode 3)",,Apple iPhone 11 Pro,0:49:26,0:49:26,EE (Estonia)
Kertu,5/31/2020 8:47,0:12:51,,Pandemic: How to Prevent an Outbreak: Season 1: Pandemic Is Now (Episode 2),,Apple iPhone 11 Pro,0:49:08,0:49:08,EE (Estonia)
Kertu,5/29/2020 7:45,0:09:12,,The Vampire Diaries: Season 4: Stand By Me (Episode 15),,Apple iPhone 11 Pro,0:11:31,Not latest view,EE (Estonia)
Kertu,5/29/2020 7:08,0:36:01,,The Vampire Diaries: Season 4: Down the Rabbit Hole (Episode 14),,Apple iPhone 11 Pro,0:40:37,0:40:37,EE (Estonia)
Kertu,5/29/2020 6:59,0:08:41,,The Vampire Diaries: Season 4: Into the Wild (Episode 13),,Apple iPhone 11 Pro,0:41:13,0:41:13,EE (Estonia)
Kertu,5/28/2020 10:28,0:14:53,,The Vampire Diaries: Season 4: Into the Wild (Episode 13),,Safari MAC (Cadmium),0:32:32,Not latest view,EE (Estonia)
Kertu,5/28/2020 10:26,0:00:02,,The Vampire Diaries: Season 4: Into the Wild (Episode 13),,Safari MAC (Cadmium),0:17:41,Not latest view,EE (Estonia)
Kertu,5/28/2020 10:04,0:17:52,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: Into the Wild (Episode 13),,Safari MAC (Cadmium),0:17:41,Not latest view,EE (Estonia)
Kertu,5/28/2020 9:30,0:28:27,,The Vampire Diaries: Season 4: A View to a Kill (Episode 12),,Safari MAC (Cadmium),0:41:00,0:41:00,EE (Estonia)
Kertu,5/28/2020 8:31,0:12:37,,The Vampire Diaries: Season 4: A View to a Kill (Episode 12),,Safari MAC (Cadmium),0:12:37,Not latest view,EE (Estonia)
Kertu,5/28/2020 8:23,0:07:13,,The Vampire Diaries: Season 4: Catch Me If You Can (Episode 11),,Safari MAC (Cadmium),0:40:30,0:40:30,EE (Estonia)
Kertu,5/27/2020 9:25,0:28:41,,Pandemic: How to Prevent an Outbreak: Season 1: Pandemic Is Now (Episode 2),,Apple iPhone 11 Pro,0:36:07,Not latest view,EE (Estonia)
Kertu,5/27/2020 9:12,0:07:25,,Pandemic: How to Prevent an Outbreak: Season 1: Pandemic Is Now (Episode 2),,Apple iPhone 11 Pro,0:07:36,Not latest view,EE (Estonia)
Kertu,5/27/2020 9:00,0:11:41,,Pandemic: How to Prevent an Outbreak: Season 1: It Hunts Us (Episode 1),,Apple iPhone 11 Pro,0:51:10,0:51:10,EE (Estonia)
Kertu,5/27/2020 6:18,0:04:39,,Pandemic: How to Prevent an Outbreak: Season 1: It Hunts Us (Episode 1),,Safari MAC (Cadmium),0:39:29,Not latest view,EE (Estonia)
Kertu,5/27/2020 5:26,0:18:24,,The Vampire Diaries: Season 4: Catch Me If You Can (Episode 11),,Apple iPhone 11 Pro,0:33:29,Not latest view,EE (Estonia)
Kertu,5/26/2020 17:54,0:05:43,,The Vampire Diaries: Season 4: Catch Me If You Can (Episode 11),,Apple iPhone 11 Pro,0:10:53,Not latest view,EE (Estonia)
Kertu,5/26/2020 17:29,0:24:14,,The Vampire Diaries: Season 4: After School Special (Episode 10),,Apple iPhone 11 Pro,0:41:11,0:41:11,EE (Estonia)
Kertu,5/26/2020 10:46,0:05:50,,The Vampire Diaries: Season 4: After School Special (Episode 10),,Apple iPhone 11 Pro,0:13:07,Not latest view,EE (Estonia)
Kertu,5/26/2020 10:23,0:01:50,,The Vampire Diaries: Season 4: After School Special (Episode 10),,Safari MAC (Cadmium),0:07:17,Not latest view,EE (Estonia)
Kertu,5/26/2020 9:53,0:03:49,,The Vampire Diaries: Season 4: After School Special (Episode 10),,Apple iPhone 11 Pro,0:05:28,Not latest view,EE (Estonia)
Kertu,5/26/2020 9:18,0:32:06,,"The Vampire Diaries: Season 4: O Come, All Ye Faithful (Episode 9)",,Apple iPhone 11 Pro,0:41:04,0:41:04,EE (Estonia)
Kertu,5/26/2020 7:47,0:10:39,Autoplayed: user action: None; ,"The Vampire Diaries: Season 4: O Come, All Ye Faithful (Episode 9)",,Safari MAC (Cadmium),0:10:39,Not latest view,EE (Estonia)
Kertu,5/26/2020 7:32,0:14:16,,The Vampire Diaries: Season 4: We'll Always Have Bourbon Street (Episode 8),,Safari MAC (Cadmium),0:41:13,0:41:13,EE (Estonia)
Kertu,5/25/2020 18:31,0:26:58,,The Vampire Diaries: Season 4: We'll Always Have Bourbon Street (Episode 8),,Apple iPhone 11 Pro,0:26:59,Not latest view,EE (Estonia)
Kertu,5/25/2020 18:01,0:16:20,,The Vampire Diaries: Season 4: My Brother's Keeper (Episode 7),,Apple iPhone 11 Pro,0:41:12,0:41:12,EE (Estonia)
Kertu,5/25/2020 12:39,0:25:03,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: My Brother's Keeper (Episode 7),,Safari MAC (Cadmium),0:24:52,Not latest view,EE (Estonia)
Kertu,5/25/2020 11:57,0:40:55,,The Vampire Diaries: Season 4: We All Go a Little Mad Sometimes (Episode 6),,Safari MAC (Cadmium),0:40:43,0:40:43,EE (Estonia)
Kertu,5/25/2020 10:44,0:41:31,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: The Killer (Episode 5),,Safari MAC (Cadmium),0:41:20,0:41:20,EE (Estonia)
Kertu,5/25/2020 9:57,0:39:26,,The Vampire Diaries: Season 4: The Five (Episode 4),,Safari MAC (Cadmium),0:41:20,0:41:20,EE (Estonia)
Kertu,5/25/2020 9:47,0:02:10,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: The Five (Episode 4),,Safari MAC (Cadmium),0:02:10,Not latest view,EE (Estonia)
Kertu,5/25/2020 9:34,0:12:04,,The Vampire Diaries: Season 4: The Rager (Episode 3),,Safari MAC (Cadmium),0:41:11,0:41:11,EE (Estonia)
Kertu,5/25/2020 8:40,0:25:50,,The Vampire Diaries: Season 4: The Rager (Episode 3),,Apple iPhone 11 Pro,0:28:51,Not latest view,EE (Estonia)
Kertu,5/25/2020 6:55,0:32:26,,The Vampire Diaries: Season 4: Memorial (Episode 2),,Apple iPhone 11 Pro,0:40:47,0:40:47,EE (Estonia)
Kertu,5/25/2020 6:33,0:20:24,,The Vampire Diaries: Season 4: Growing Pains (Episode 1),,Apple iPhone 11 Pro,0:41:03,0:41:03,EE (Estonia)
Kertu,5/24/2020 10:22,0:11:05,Autoplayed: user action: None; ,The Vampire Diaries: Season 4: Growing Pains (Episode 1),,Apple iPhone 11 Pro,0:12:27,Not latest view,EE (Estonia)
Kertu,5/24/2020 9:40,0:41:21,,The Vampire Diaries: Season 3: The Departed (Episode 22),,Apple iPhone 11 Pro,0:41:12,0:41:12,EE (Estonia)
Kertu,5/24/2020 9:24,0:09:38,,The Vampire Diaries: Season 3: Before Sunset (Episode 21),,Apple iPhone 11 Pro,0:40:49,0:40:49,EE (Estonia)
Kertu,5/24/2020 7:43,0:22:09,,The Vampire Diaries: Season 3: Before Sunset (Episode 21),,Apple iPhone 11 Pro,0:26:51,Not latest view,EE (Estonia)
Kertu,5/23/2020 19:43,0:00:01,,The Vampire Diaries: Season 3: Before Sunset (Episode 21),,Safari MAC (Cadmium),0:00:01,Not latest view,EE (Estonia)
Kertu,5/23/2020 18:45,0:41:25,Autoplayed: user action: None; ,The Vampire Diaries: Season 3: Do Not Go Gentle (Episode 20),,Safari MAC (Cadmium),0:41:19,0:41:19,EE (Estonia)
Kertu,5/23/2020 18:41,0:03:59,,The Vampire Diaries: Season 3: Heart of Darkness (Episode 19),,Safari MAC (Cadmium),0:41:06,0:41:06,EE (Estonia)
Kertu,5/22/2020 19:24,0:31:39,,Pandemic: How to Prevent an Outbreak: Season 1: It Hunts Us (Episode 1),,Apple iPhone 11 Pro,0:34:51,Not latest view,EE (Estonia)
Kertu,5/22/2020 19:20,0:03:12,,Pandemic: How to Prevent an Outbreak: Season 1: It Hunts Us (Episode 1),,Apple iPhone 11 Pro,0:03:12,Not latest view,EE (Estonia)
Kertu,5/22/2020 10:21,0:32:05,,The Vampire Diaries: Season 3: Heart of Darkness (Episode 19),,Safari MAC (Cadmium),0:37:07,Not latest view,EE (Estonia)
Kertu,5/22/2020 6:39,0:25:30,,Becoming,,Safari MAC (Cadmium),1:24:42,1:24:42,EE (Estonia)
Kertu,5/22/2020 5:39,0:08:56,,Becoming,,Apple iPhone 11 Pro,0:59:22,Not latest view,EE (Estonia)
Kertu,5/21/2020 18:54,0:50:35,,Becoming,,Apple iPhone 11 Pro,0:50:35,Not latest view,EE (Estonia)
Kertu,5/21/2020 17:55,0:05:48,,Friends: Season 2: The One with the Lesbian Wedding (Episode 11),,Apple iPhone 11 Pro,0:08:23,Not latest view,EE (Estonia)
Kertu,5/21/2020 15:22,0:02:19,,The Vampire Diaries: Season 3: Heart of Darkness (Episode 19),,Apple iPhone 11 Pro,0:04:20,Not latest view,EE (Estonia)
Kertu,5/21/2020 15:07,0:14:34,,The Vampire Diaries: Season 3: The Murder of One (Episode 18),,Apple iPhone 11 Pro,0:40:03,0:40:03,EE (Estonia)
Kertu,5/21/2020 9:17,0:01:35,,The Vampire Diaries: Season 3: The Murder of One (Episode 18),,Apple iPhone 11 Pro,0:20:39,Not latest view,EE (Estonia)
Kertu,5/21/2020 4:55,0:03:24,,The Vampire Diaries: Season 3: The Murder of One (Episode 18),,Apple iPhone 11 Pro,0:19:03,Not latest view,EE (Estonia)
Kertu,5/20/2020 19:14,0:14:17,Autoplayed: user action: Unspecified; ,The Vampire Diaries: Season 3: The Murder of One (Episode 18),,Safari MAC (Cadmium),0:15:39,Not latest view,EE (Estonia)
Kertu,5/20/2020 18:33,0:40:01,,The Vampire Diaries: Season 3: Break On Through (Episode 17),,Safari MAC (Cadmium),0:41:30,0:41:30,EE (Estonia)
Kertu,5/20/2020 18:17,0:16:05,,The Vampire Diaries: Season 3: 1912 (Episode 16),,Safari MAC (Cadmium),0:40:12,0:40:12,EE (Estonia)
Kertu,5/20/2020 7:32,0:04:21,,The Vampire Diaries: Season 3: 1912 (Episode 16),,Apple iPhone 11 Pro,0:24:08,Not latest view,EE (Estonia)
Kertu,5/19/2020 15:10,0:18:56,,The Vampire Diaries: Season 3: 1912 (Episode 16),,Apple iPhone 11 Pro,0:19:16,Not latest view,EE (Estonia)
Kertu,5/19/2020 10:09,0:00:09,,The Vampire Diaries: Season 3: 1912 (Episode 16),,Apple iPhone 11 Pro,0:00:10,Not latest view,EE (Estonia)
Kertu,5/19/2020 9:56,0:10:16,,The Vampire Diaries: Season 3: All My Children (Episode 15),,Apple iPhone 11 Pro,0:41:02,0:41:02,EE (Estonia)
Kertu,5/19/2020 9:34,0:17:11,,The Vampire Diaries: Season 3: All My Children (Episode 15),,Safari MAC (Cadmium),0:30:46,Not latest view,EE (Estonia)
Kertu,5/19/2020 9:10,0:02:59,,The Vampire Diaries: Season 3: All My Children (Episode 15),,Apple iPhone 11 Pro,0:13:36,Not latest view,EE (Estonia)
Kertu,5/18/2020 19:10,0:10:36,Autoplayed: user action: None; ,The Vampire Diaries: Season 3: All My Children (Episode 15),,Safari MAC (Cadmium),0:10:36,Not latest view,EE (Estonia)
Kertu,5/18/2020 18:10,0:40:52,Autoplayed: user action: None; ,The Vampire Diaries: Season 3: Dangerous Liaisons (Episode 14),,Safari MAC (Cadmium),0:41:06,0:41:06,EE (Estonia)
Kertu,5/18/2020 17:28,0:40:57,,The Vampire Diaries: Season 3: Bringing Out the Dead (Episode 13),,Safari MAC (Cadmium),0:41:05,0:41:05,EE (Estonia)
Kertu,5/18/2020 13:17,0:34:10,,The Vampire Diaries: Season 3: The Ties That Bind (Episode 12),,Apple iPhone 11 Pro,0:41:10,0:41:10,EE (Estonia)
Kertu,5/18/2020 10:59,0:34:02,,The Vampire Diaries: Season 3: Our Town (Episode 11),,Apple iPhone 11 Pro,0:40:57,0:40:57,EE (Estonia)
Kertu,5/18/2020 9:54,0:05:34,,The Vampire Diaries: Season 3: Our Town (Episode 11),,Apple iPhone 11 Pro,0:05:45,Not latest view,EE (Estonia)
Kertu,5/18/2020 9:21,0:22:00,,The Vampire Diaries: Season 3: The New Deal (Episode 10),,Apple iPhone 11 Pro,0:40:53,0:40:53,EE (Estonia)
Kertu,5/18/2020 6:50,0:08:23,,The Vampire Diaries: Season 3: The New Deal (Episode 10),,Apple iPhone 11 Pro,0:18:33,Not latest view,EE (Estonia)
Kertu,5/18/2020 4:21,0:07:58,,The Vampire Diaries: Season 3: The New Deal (Episode 10),,Apple iPhone 11 Pro,0:07:59,Not latest view,EE (Estonia)
Kertu,5/17/2020 20:09,0:40:13,,The Vampire Diaries: Season 3: Homecoming (Episode 9),,Apple iPhone 11 Pro,0:40:15,0:40:15,EE (Estonia)
Kertu,5/17/2020 19:42,0:15:25,,The Vampire Diaries: Season 3: Ordinary People (Episode 8),,Apple iPhone 11 Pro,0:41:04,0:41:04,EE (Estonia)
Kertu,5/17/2020 18:35,0:25:34,,The Vampire Diaries: Season 3: Ordinary People (Episode 8),,Apple iPhone 11 Pro,0:25:59,Not latest view,EE (Estonia)
Kertu,5/17/2020 17:07,0:38:27,,The Vampire Diaries: Season 3: Ghost World (Episode 7),,Apple iPhone 11 Pro,0:40:58,0:40:58,EE (Estonia)
Kertu,5/17/2020 16:32,0:35:04,,The Vampire Diaries: Season 3: Smells Like Teen Spirit (Episode 6),,Apple iPhone 11 Pro,0:40:35,0:40:35,EE (Estonia)
Kertu,5/17/2020 8:12,0:01:50,,The Vampire Diaries: Season 3: Smells Like Teen Spirit (Episode 6),,Apple iPhone 11 Pro,0:03:20,Not latest view,EE (Estonia)
Kertu,5/17/2020 7:38,0:33:10,Autoplayed: user action: None; ,The Vampire Diaries: Season 3: The Reckoning (Episode 5),,Apple iPhone 11 Pro,0:41:03,0:41:03,EE (Estonia)
Kertu,5/17/2020 6:59,0:38:17,,The Vampire Diaries: Season 3: Disturbing Behavior (Episode 4),,Apple iPhone 11 Pro,0:40:03,0:40:03,EE (Estonia)
Kertu,5/17/2020 6:26,0:33:04,,The Vampire Diaries: Season 3: The End of the Affair (Episode 3),,Apple iPhone 11 Pro,0:41:17,0:41:17,EE (Estonia)
Kertu,5/17/2020 6:16,0:06:22,,The Vampire Diaries: Season 3: The End of the Affair (Episode 3),,Apple iPhone 11 Pro,0:08:13,Not latest view,EE (Estonia)
Kertu,5/16/2020 18:44,0:00:13,,The Vampire Diaries: Season 1: Lost Girls (Episode 6),,Apple iPhone 11 Pro,0:22:30,0:22:30,EE (Estonia)
Kertu,5/16/2020 15:16,0:01:51,,The Vampire Diaries: Season 3: The End of the Affair (Episode 3),,Apple iPhone 11 Pro,0:01:51,Not latest view,EE (Estonia)
Kertu,5/16/2020 14:44,0:30:47,,The Vampire Diaries: Season 3: The Hybrid (Episode 2),,Apple iPhone 11 Pro,0:39:21,0:39:21,EE (Estonia)
Kertu,5/16/2020 14:21,0:22:56,,The Vampire Diaries: Season 3: The Birthday (Episode 1),,Apple iPhone 11 Pro,0:40:20,0:40:20,EE (Estonia)
Kertu,5/16/2020 14:17,0:02:47,,The Vampire Diaries: Season 2: As I Lay Dying (Episode 22),,Apple iPhone 11 Pro,0:36:28,0:36:28,EE (Estonia)
Kertu,5/16/2020 14:06,0:11:09,,The Vampire Diaries: Season 3: The Birthday (Episode 1),,Apple iPhone 11 Pro,0:13:34,Not latest view,EE (Estonia)
Kertu,5/16/2020 12:21,0:02:19,,The Vampire Diaries: Season 3: The Birthday (Episode 1),,Apple iPhone 11 Pro,0:02:25,Not latest view,EE (Estonia)
Kertu,5/16/2020 12:13,0:06:14,,The Vampire Diaries: Season 2: As I Lay Dying (Episode 22),,Apple iPhone 11 Pro,0:40:59,Not latest view,EE (Estonia)
Kertu,5/16/2020 8:24,0:13:33,,The Vampire Diaries: Season 2: As I Lay Dying (Episode 22),,Apple iPhone 11 Pro,0:24:35,Not latest view,EE (Estonia)
Kertu,5/16/2020 7:40,0:35:36,,The Vampire Diaries: Season 2: The Sun Also Rises (Episode 21),,Apple iPhone 11 Pro,0:40:50,0:40:50,EE (Estonia)
Kertu,5/16/2020 6:58,0:40:17,,The Vampire Diaries: Season 2: The Last Day (Episode 20),,Apple iPhone 11 Pro,0:40:47,0:40:47,EE (Estonia)
Kertu,5/16/2020 6:12,0:32:52,,The Vampire Diaries: Season 2: Klaus (Episode 19),,Apple iPhone 11 Pro,0:40:51,0:40:51,EE (Estonia)
Kertu,5/15/2020 18:54,0:06:58,,The Vampire Diaries: Season 2: Klaus (Episode 19),,Safari MAC (Cadmium),0:07:59,Not latest view,EE (Estonia)
Kertu,5/15/2020 18:32,0:21:45,,The Vampire Diaries: Season 2: The Last Dance (Episode 18),,Safari MAC (Cadmium),0:40:22,0:40:22,EE (Estonia)
Kertu,5/15/2020 11:41,0:18:11,,The Vampire Diaries: Season 2: The Last Dance (Episode 18),,Safari MAC (Cadmium),0:18:11,Not latest view,EE (Estonia)
Kertu,5/15/2020 10:47,0:41:29,,The Vampire Diaries: Season 2: Know Thy Enemy (Episode 17),,Safari MAC (Cadmium),0:40:50,0:40:50,EE (Estonia)
Kertu,5/15/2020 10:23,0:22:40,,The Vampire Diaries: Season 2: The House Guest (Episode 16),,Safari MAC (Cadmium),0:39:30,0:39:30,EE (Estonia)
Kertu,5/15/2020 9:43,0:13:17,,The Vampire Diaries: Season 2: The House Guest (Episode 16),,Apple iPhone 11 Pro,0:16:18,Not latest view,EE (Estonia)
Kertu,5/14/2020 16:48,0:03:11,,The Vampire Diaries: Season 2: The House Guest (Episode 16),,Apple iPhone 11 Pro,0:03:11,Not latest view,EE (Estonia)
Kertu,5/14/2020 16:31,0:16:26,,The Vampire Diaries: Season 2: The Dinner Party (Episode 15),,Apple iPhone 11 Pro,0:41:09,0:41:09,EE (Estonia)
Kertu,5/14/2020 14:36,0:21:32,Autoplayed: user action: None; ,The Vampire Diaries: Season 2: The Dinner Party (Episode 15),,Apple iPhone 11 Pro,0:21:33,Not latest view,EE (Estonia)
Kertu,5/14/2020 14:17,0:18:29,,The Vampire Diaries: Season 2: Crying Wolf (Episode 14),,Apple iPhone 11 Pro,0:40:29,0:40:29,EE (Estonia)
Kertu,5/14/2020 10:07,0:21:25,Autoplayed: user action: None; ,The Vampire Diaries: Season 2: Crying Wolf (Episode 14),,Safari MAC (Cadmium),0:21:41,Not latest view,EE (Estonia)
Kertu,5/14/2020 9:26,0:30:08,,The Vampire Diaries: Season 2: Daddy Issues (Episode 13),,Safari MAC (Cadmium),0:41:11,0:41:11,EE (Estonia)
Kertu,5/14/2020 6:32,0:10:29,,The Vampire Diaries: Season 2: Daddy Issues (Episode 13),,Safari MAC (Cadmium),0:11:03,Not latest view,EE (Estonia)
Kertu,5/14/2020 5:57,0:30:07,,The Vampire Diaries: Season 2: The Descent (Episode 12),,Safari MAC (Cadmium),0:41:10,0:41:10,EE (Estonia)
Kertu,5/14/2020 5:18,0:04:48,,The Vampire Diaries: Season 2: The Descent (Episode 12),,Safari MAC (Cadmium),0:05:07,Not latest view,EE (Estonia)
